mutual_information,mi_over_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
0.03766841674253746,-0.0017293446933736162,-0.32500000000000007,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.03620324847595848,-0.003194512959952593,-0.275,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.043034700615956774,0.0036369391800456993,-0.225,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.03587008779146742,-0.0035276736444436532,-0.17500000000000002,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.04327307966183021,0.0038753182259191332,-0.125,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.039372172696897766,-2.558873901330888e-05,-0.07500000000000001,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.03662323245684169,-0.0027745289790693864,-0.025,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.0424491413870656,0.003051379951154523,0.025,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.03462584568937911,-0.004771915746531963,0.07500000000000001,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.038033554112534285,-0.0013642073233767898,0.125,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.045553751762209535,0.0061559903262984605,0.17500000000000002,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
0.02659883840996911,-0.012798923025941964,0.225,Amyg.,HPC,Amyg.-HPC,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
